rank,finalWorth,personName,age,country,city,source,industries,selfMade,gender,birthYear,birthMonth,cpi_country,gdp_country,tertiary_education,primary_education,life_expectancy,total_tax_rate,population_country,latitude,longitude
2405,1.1,Yogesh Kothari,74.0,India,Mumbai,Specialty chemicals,Manufacturing,True,M,1949.0,1.0,180.44,"$2,611,000,000,000 ",28.1,113.0,69.4,49.7,1366.417754,20.593684,78.96288
2405,1.1,Arvind Lal,73.0,India,Delhi,Medical diagnostics,Healthcare,False,M,1949.0,8.0,180.44,"$2,611,000,000,000 ",28.1,113.0,69.4,49.7,1366.417754,20.593684,78.96288
2405,1.1,Manuel Lao Hernández,78.0,Spain,Matadepera,Casinos,Gambling & Casinos,True,M,1944.0,6.0,110.96,"$1,394,116,310,769 ",88.9,102.7,83.3,47.0,47.076781,40.463667,-3.74922
2405,1.1,Lee Joong-keun,82.0,South Korea,Seoul,"Construction, real estate",Construction & Engineering,True,M,1941.0,1.0,115.16,"$2,029,000,000,000 ",94.3,98.1,82.6,33.2,51.709098,35.907757,127.766922
2405,1.1,Nancy Lerner,62.0,United States,Cleveland,"Banking, credit cards",Finance & Investments,False,F,1960.0,5.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
2405,1.1,Norma Lerner,87.0,United States,Cleveland,Banking,Finance & Investments,False,F,1936.0,3.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
2405,1.1,Randolph Lerner,61.0,United States,Cleveland,"Banking, credit cards",Finance & Investments,False,M,1962.0,2.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
2405,1.1,Lin Zhijun,47.0,China,Xiamen,Medical devices,Healthcare,True,M,1975.0,9.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
2405,1.1,Lin Zhixiong & family,49.0,China,Xiamen,Medical devices,Healthcare,True,M,1973.0,7.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
2405,1.1,Jeffrey Lorberbaum,68.0,United States,Chattanooga,Flooring,Manufacturing,False,M,1954.0,10.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
2405,1.1,Lu Rongfu,52.0,China,Xiamen,Telecommunication,Telecom,True,M,1971.0,1.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
2405,1.1,Lyu Yixiong,60.0,China,Shanghai,Cosmetics,Fashion & Retail,True,M,1963.0,1.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
2405,1.1,Soichiro Minami,46.0,Japan,Tokyo,Internet and software,Technology,True,M,1976.0,6.0,105.48,"$5,081,769,542,380 ",63.2,98.8,84.2,46.7,126.226568,36.204824,138.252924
2405,1.1,Pawan Munjal,68.0,India,Delhi,Two wheelers,Automotive,False,M,1954.0,10.0,180.44,"$2,611,000,000,000 ",28.1,113.0,69.4,49.7,1366.417754,20.593684,78.96288
2405,1.1,Renu Munjal,68.0,India,Delhi,Two wheelers,Automotive,False,F,1955.0,3.0,180.44,"$2,611,000,000,000 ",28.1,113.0,69.4,49.7,1366.417754,20.593684,78.96288
2405,1.1,Suman Munjal,70.0,India,Delhi,Motorcycles,Automotive,False,M,1953.0,2.0,180.44,"$2,611,000,000,000 ",28.1,113.0,69.4,49.7,1366.417754,20.593684,78.96288
2405,1.1,Dmitry Nikolaev,56.0,Russia,Kemerovo,Coal,Energy,True,M,1966.0,8.0,180.75,"$1,699,876,578,871 ",81.9,102.6,72.7,46.2,144.373535,61.52401,105.318756
2405,1.1,Sjamsul Nursalim,81.0,Singapore,Singapore,"Tires, retail",Automotive,False,M,1942.0,1.0,114.41,"$372,062,527,489 ",84.8,100.6,83.1,21.0,5.703569,1.352083,103.819836
2405,1.1,Adrian Paval,54.0,Romania,Bacau,Retail,Fashion & Retail,True,M,1968.0,9.0,123.78,"$250,077,444,017 ",49.4,85.2,75.4,20.0,19.356544,45.943161,24.96676
2405,1.1,Antonio Percassi,69.0,Italy,Bergamo,"Real estate, diversified",Diversified,True,M,1953.0,6.0,110.62,"$2,001,244,392,042 ",61.9,101.9,82.9,59.1,60.297396,41.87194,12.56738
2405,1.1,Kevin Plank,50.0,United States,Lutherville-Timonium,Under Armour,Fashion & Retail,True,M,1972.0,8.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
2405,1.1,G.V. Prasad,62.0,India,Hyderabad,Pharmaceuticals,Healthcare,False,M,1960.0,11.0,180.44,"$2,611,000,000,000 ",28.1,113.0,69.4,49.7,1366.417754,20.593684,78.96288
2405,1.1,Pu Zhongjie & family,60.0,China,Beijing,Medical equipment,Healthcare,True,M,1963.0,1.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
2405,1.1,Rao Wei & family,58.0,China,Shenzhen,Pharmaceuticals,Healthcare,True,M,1964.0,11.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
2405,1.1,Helena Revoredo,76.0,Spain,Madrid,Security services,Service,False,F,1947.0,2.0,110.96,"$1,394,116,310,769 ",88.9,102.7,83.3,47.0,47.076781,40.463667,-3.74922
2405,1.1,Matthew Roszak,50.0,United States,Chicago,Cryptocurrency,Finance & Investments,True,M,1972.0,12.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
2405,1.1,Paul Sciarra,42.0,United States,San Francisco,Pinterest,Technology,True,M,1981.0,2.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
2405,1.1,Rajesh Sharma,53.0,India,Mumbai,Finance,Finance & Investments,False,M,1970.0,2.0,180.44,"$2,611,000,000,000 ",28.1,113.0,69.4,49.7,1366.417754,20.593684,78.96288
2405,1.1,Dean Solon,58.0,United States,Gallatin,Solar systems,Energy,True,M,1965.0,1.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
2405,1.1,Michael Spencer,67.0,United Kingdom,"London, Suffolk",Stock exchange,Finance & Investments,True,M,1955.0,5.0,119.62,"$2,827,113,184,696 ",60.0,101.2,81.3,30.6,66.834405,55.378051,-3.435973
2405,1.1,Joseph Steinberg,79.0,United States,New York,Investments,Finance & Investments,True,M,1944.0,2.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
2405,1.1,Zachary Stern,41.0,United States,Jackson,Liquor,Food & Beverage,False,M,1982.0,1.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
2405,1.1,Manny Stul,73.0,Australia,Melbourne,Toys,Manufacturing,True,M,1949.0,5.0,119.8,"$1,392,680,589,329 ",113.1,100.3,82.7,47.4,25.766605,-25.274398,133.775136
2405,1.1,Sun Hongjun,49.0,China,Shanghai,Semiconductors,Technology,True,M,1973.0,7.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
2405,1.1,Sun Weijie,59.0,China,Yantai,Oilfield equipment,Manufacturing,True,M,1963.0,7.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
2405,1.1,Sehat Sutardja,61.0,United States,Las Vegas,Semiconductors,Technology,True,M,1961.0,7.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
2405,1.1,Min-Liang Tan,45.0,Singapore,Singapore,gaming,Media & Entertainment,True,M,1977.0,11.0,114.41,"$372,062,527,489 ",84.8,100.6,83.1,21.0,5.703569,1.352083,103.819836
2405,1.1,Tan Yu Yeh,52.0,Malaysia,Selangor,Retail,Fashion & Retail,True,M,1971.0,1.0,121.46,"$364,701,517,788 ",45.1,105.3,76.0,38.7,32.447385,4.210484,101.975766
2405,1.1,Tang Aoqi & family,77.0,China,Changzhou,Auto parts,Automotive,True,M,1945.0,4.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
2405,1.1,Vonnarat Tangkaravakoon,51.0,Thailand,Bangkok,"Wire & cables, paints",Manufacturing,False,M,1971.0,9.0,113.27,"$543,649,976,166 ",49.3,99.8,76.9,29.5,69.625582,15.870032,100.992541
2405,1.1,Tsao Ter-fung,76.0,Taiwan,Taipei,Food,Food & Beverage,True,M,1947.0,1.0,,,,,,,,,
2405,1.1,Tung Ching Sai,58.0,China,Dongguan,Manufacturing,Manufacturing,True,M,1965.0,1.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
2405,1.1,Arkady Volozh,59.0,Israel,Tel Aviv,Search engine,Technology,True,M,1964.0,2.0,108.15,"$395,098,666,122 ",63.4,104.9,82.8,25.3,9.0533,31.046051,34.851612
2405,1.1,Peter-Alexander Wacker,71.0,Germany,Starnberg,Chemicals,Manufacturing,False,M,1951.0,10.0,112.85,"$3,845,630,030,824 ",70.2,104.0,80.9,48.8,83.132799,51.165691,10.451526
2405,1.1,Wan Long,82.0,China,Luohe,Food,Food & Beverage,True,M,1940.0,9.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
2405,1.1,Wang Han,35.0,China,Shanghai,Airline,Diversified,False,M,1987.0,8.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
2405,1.1,Lars Wingefors,46.0,Sweden,Karlstad,Video games,Media & Entertainment,True,M,1977.0,4.0,110.51,"$530,832,908,738 ",67.0,126.6,82.5,49.1,10.285453,60.128161,18.643501
2405,1.1,Allan Wong,73.0,Hong Kong,Hong Kong,Electronics,Manufacturing,True,M,1950.0,4.0,125.08,"$19,910,000,000,000",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
2405,1.1,Tiger Woods,47.0,United States,Jupiter Island,Golf,Sports,True,M,1975.0,12.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
2405,1.1,Horst Wortmann,81.0,Germany,Detmold,Footwear,Fashion & Retail,True,M,1941.0,5.0,112.85,"$3,845,630,030,824 ",70.2,104.0,80.9,48.8,83.132799,51.165691,10.451526
2405,1.1,Wu Kaiting,53.0,China,Xiamen,Electronics,Telecom,True,M,1969.0,12.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
2405,1.1,Wu Li-gann,82.0,Taiwan,Kaohsiung,Electronic components,Manufacturing,True,M,1941.0,1.0,,,,,,,,,
2405,1.1,Wu Xiangdong,54.0,China,Beijing,Consumer,Food & Beverage,True,M,1969.0,1.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
2405,1.1,Xiu Laigui,68.0,China,Tonghua,Pharmaceuticals,Healthcare,True,M,1954.0,7.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
2405,1.1,Xu Jiangnan,61.0,China,Leping,Vitamins,Healthcare,True,M,1962.0,1.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
2405,1.1,Xue Jiping,72.0,China,Nantong,Cable,Telecom,True,M,1951.0,1.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
2405,1.1,Yao Hsiao Tung,83.0,Singapore,Singapore,Manufacturing,Manufacturing,True,M,1940.0,1.0,114.41,"$372,062,527,489 ",84.8,100.6,83.1,21.0,5.703569,1.352083,103.819836
2405,1.1,Ye Qiongjiu,68.0,China,Hangzhou,Software,Technology,True,F,1954.0,10.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
2405,1.1,Yanqiao Ye,53.0,China,Foshan,Soy sauce,Food & Beverage,True,M,1969.0,10.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
2405,1.1,Yeh Kuo-I,81.0,,,Manufacturing,Manufacturing,True,M,1941.0,4.0,,,,,,,,,
2405,1.1,Yu Faxiang,51.0,China,Shaoxing,"Tourism, cultural industry",Media & Entertainment,True,M,1971.0,10.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
2405,1.1,Zeng Chaolin,40.0,China,Yongzhou,Aluminium,Metals & Mining,False,M,1982.0,8.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
2405,1.1,Kapeng Zhang,58.0,China,Linhai,Building materials,Construction & Engineering,True,M,1965.0,1.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
2405,1.1,Zhang Xuansong,51.0,China,Fuzhou,Supermarkets,Fashion & Retail,True,M,1971.0,10.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
2405,1.1,Zhang Xuewu,48.0,China,Changsha,Snacks,Food & Beverage,True,M,1974.0,8.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
2405,1.1,Zhu Yiming,50.0,China,Beijing,Semiconductors,Technology,True,M,1972.0,7.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
2405,1.1,Zhu Zhaojiang,49.0,China,Shenzhen,Smartphones,Manufacturing,True,M,1974.0,1.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
2405,1.1,Zhuo Jun,57.0,Hong Kong,Hong Kong,Printed circuit boards,Manufacturing,False,F,1966.0,1.0,125.08,"$19,910,000,000,000",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
2540,1.0,Manohar Lal Agarwal,68.0,India,Delhi,Snacks,Food & Beverage,False,M,1954.0,10.0,180.44,"$2,611,000,000,000 ",28.1,113.0,69.4,49.7,1366.417754,20.593684,78.96288
2540,1.0,Christian Angermayer,44.0,United Kingdom,London,Investments,Finance & Investments,True,M,1978.0,4.0,119.62,"$2,827,113,184,696 ",60.0,101.2,81.3,30.6,66.834405,55.378051,-3.435973
2540,1.0,Ryuji Arai,76.0,Japan,Tokyo,Retail,Fashion & Retail,True,M,1946.0,5.0,105.48,"$5,081,769,542,380 ",63.2,98.8,84.2,46.7,126.226568,36.204824,138.252924
2540,1.0,Anna Maria Braun,44.0,Germany,Melsungen,Medical technology,Healthcare,False,F,1979.0,1.0,112.85,"$3,845,630,030,824 ",70.2,104.0,80.9,48.8,83.132799,51.165691,10.451526
2540,1.0,Johanna Braun,43.0,Germany,Melsungen,Medical technology,Healthcare,False,F,1980.0,1.0,112.85,"$3,845,630,030,824 ",70.2,104.0,80.9,48.8,83.132799,51.165691,10.451526
2540,1.0,Karl Friedrich Braun,40.0,Germany,Melsungen,Medical technology,Healthcare,False,M,1983.0,1.0,112.85,"$3,845,630,030,824 ",70.2,104.0,80.9,48.8,83.132799,51.165691,10.451526
2540,1.0,Ludwig Theodor Braun,33.0,Germany,Melsungen,Medical technology,Healthcare,False,M,1990.0,1.0,112.85,"$3,845,630,030,824 ",70.2,104.0,80.9,48.8,83.132799,51.165691,10.451526
2540,1.0,Ana Maria Brescia Cafferata,98.0,Peru,Lima,"Mining, banking",Diversified,False,F,1924.0,4.0,129.78,"$226,848,050,820 ",70.7,106.9,76.5,36.8,32.510453,-9.189967,-75.015152
2540,1.0,Jimmy Buffett,76.0,United States,Palm Beach,"Entertainment, Margaritaville",Media & Entertainment,True,M,1946.0,12.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
2540,1.0,Hideyuki Busujima,70.0,Japan,Tokyo,Pachinko machines,Gambling & Casinos,False,M,1952.0,9.0,105.48,"$5,081,769,542,380 ",63.2,98.8,84.2,46.7,126.226568,36.204824,138.252924
2540,1.0,Edouard Carmignac,75.0,France,Paris,Asset management,Finance & Investments,True,M,1947.0,9.0,110.05,"$2,715,518,274,227 ",65.6,102.5,82.5,60.7,67.059887,46.227638,2.213749
2540,1.0,Chang Kuo-Ming,,Taiwan,Taipei,Transportation,Logistics,False,M,,,,,,,,,,,
2540,1.0,Chen Jiancheng,64.0,China,Shangyu,Manufacturing,Manufacturing,True,M,1959.0,1.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
2540,1.0,Rui Chen,45.0,China,Shanghai,Online entertainment,Media & Entertainment,True,M,1978.0,1.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
2540,1.0,Chen Shiliang,59.0,China,Tongxiang,Polyester,Manufacturing,True,M,1963.0,12.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
2540,1.0,Tianqiao Chen,49.0,United States,Atherton,Online games,Technology,True,M,1973.0,5.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
2540,1.0,Yuantai Chen,55.0,China,Ningde,Batteries,Energy,True,M,1968.0,3.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
2540,1.0,Cheng Antares,65.0,Hong Kong,Hong Kong,Liquor,Food & Beverage,True,M,1957.0,11.0,125.08,"$19,910,000,000,000",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
2540,1.0,Kochouseph Chittilappilly,72.0,India,Kochi,Electrical appliances,Manufacturing,True,M,1950.0,12.0,180.44,"$2,611,000,000,000 ",28.1,113.0,69.4,49.7,1366.417754,20.593684,78.96288
2540,1.0,John Christodoulou,57.0,Monaco,Monaco,Real estate,Real Estate,True,M,1965.0,5.0,,"$7,184,844,193 ",,,,,0.038964,43.7384176,7.4246158
2540,1.0,Pollyanna Chu,64.0,Hong Kong,Hong Kong,"Financial services, property",Finance & Investments,True,F,1958.0,8.0,125.08,"$19,910,000,000,000",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
2540,1.0,Turgay Ciner,67.0,Turkey,Istanbul,Diversified,Diversified,True,M,1956.0,3.0,234.44,"$754,411,708,203 ",23.9,93.2,77.4,42.3,83.429615,38.963745,35.243322
2540,1.0,Benoit Dageville,56.0,United States,San Carlos,Software,Technology,True,M,1966.0,6.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
2540,1.0,Mark Dixon,63.0,Monaco,Monaco,Office real estate,Real Estate,True,M,1959.0,11.0,,"$7,184,844,193 ",,,,,0.038964,43.7384176,7.4246158
2540,1.0,Du Yulin & family,50.0,China,Guangzhou,Software,Technology,True,M,1972.0,8.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
2540,1.0,Feng Yuxia,58.0,China,Beijing,Pharmaceuticals,Healthcare,True,F,1964.0,11.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
2540,1.0,Benedicte Find,68.0,Denmark,Copenhagen,Medical devices,Healthcare,False,F,1954.0,9.0,110.35,"$348,078,018,464 ",80.6,101.3,81.0,23.8,5.818553,56.26392,9.501785
2540,1.0,William Fisher,66.0,United States,San Francisco,Gap,Fashion & Retail,False,M,1957.0,4.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
2540,1.0,Gao Yunfeng,56.0,China,Shenzhen,Industrial lasers,Manufacturing,True,M,1967.0,2.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
2540,1.0,Jianming Geng,60.0,China,Langfang,Real estate,Real Estate,True,M,1962.0,9.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
2540,1.0,Sven Hagströmer,79.0,Sweden,Stockholm,Financial services,Finance & Investments,True,M,1943.0,11.0,110.51,"$530,832,908,738 ",67.0,126.6,82.5,49.1,10.285453,60.128161,18.643501
2540,1.0,Clelia Haji-Ioannou,52.0,Monaco,Monte Carlo,EasyJet,Service,False,F,1971.0,1.0,,"$7,184,844,193 ",,,,,0.038964,43.7384176,7.4246158
2540,1.0,Stelios Haji-Ioannou,56.0,Monaco,Monte Carlo,EasyJet,Service,False,M,1967.0,2.0,,"$7,184,844,193 ",,,,,0.038964,43.7384176,7.4246158
2540,1.0,Hang Hong,55.0,China,Wuxi,Machinery,Manufacturing,True,F,1968.0,1.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
2540,1.0,He Yamin & family,66.0,China,Chengdu,Manufacturing,Manufacturing,True,M,1957.0,2.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
2540,1.0,Ghan Djoe Hiang,79.0,Indonesia,Jakarta,Coal,Energy,False,F,1943.0,9.0,151.18,"$1,119,190,780,753 ",36.3,106.4,71.5,30.1,270.203917,-0.789275,113.921327
2540,1.0,Hong Feng,46.0,China,Beijing,Smartphones,Technology,True,M,1977.0,1.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
2540,1.0,Hong Seok-joh,70.0,South Korea,Seoul,Convenience stores,Fashion & Retail,False,M,1953.0,1.0,115.16,"$2,029,000,000,000 ",94.3,98.1,82.6,33.2,51.709098,35.907757,127.766922
2540,1.0,Hu Gengxi & family,59.0,China,Shanghai,Bio-Pharma,Healthcare,True,M,1964.0,1.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
2540,1.0,Danilo Iervolino,45.0,Italy,Rome,Online universities,Technology,True,M,1978.0,4.0,110.62,"$2,001,244,392,042 ",61.9,101.9,82.9,59.1,60.297396,41.87194,12.56738
2540,1.0,Hedda im Brahm-Droege,68.0,Germany,Dusseldorf,Investments,Finance & Investments,True,F,1955.0,1.0,112.85,"$3,845,630,030,824 ",70.2,104.0,80.9,48.8,83.132799,51.165691,10.451526
2540,1.0,Inder Jaisinghani,70.0,India,Mumbai,Cables & wires,Manufacturing,True,M,1953.0,3.0,180.44,"$2,611,000,000,000 ",28.1,113.0,69.4,49.7,1366.417754,20.593684,78.96288
2540,1.0,LeBron James,38.0,United States,Los Angeles,Basketball,Sports,True,M,1984.0,12.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
2540,1.0,Johan Johannson,56.0,Norway,Oslo,Grocery stores,Fashion & Retail,False,M,1967.0,1.0,120.27,"$403,336,363,636 ",82.0,100.3,82.8,36.2,5.347896,60.472024,8.468946
2540,1.0,Morris Kahn,93.0,Israel,Beit Yanay,Software,Technology,True,M,1930.0,1.0,108.15,"$395,098,666,122 ",63.4,104.9,82.8,25.3,9.0533,31.046051,34.851612
2540,1.0,Ashok Kajaria,75.0,India,Delhi,Tiles,Manufacturing,True,M,1947.0,8.0,180.44,"$2,611,000,000,000 ",28.1,113.0,69.4,49.7,1366.417754,20.593684,78.96288
2540,1.0,Marcelo Kalim,53.0,Brazil,Sao Paulo,Banking,Finance & Investments,True,M,1969.0,10.0,167.4,"$1,839,758,040,766 ",51.3,115.4,75.7,65.1,212.559417,-14.235004,-51.92528
2540,1.0,Ken Kendrick,79.0,United States,Paradise Valley,"Banking, sports team",Sports,True,M,1943.0,9.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
2540,1.0,Brad Keywell,53.0,United States,Chicago,"Software, investments",Technology,True,M,1969.0,10.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
2540,1.0,Muhammed Aziz Khan,68.0,Singapore,Singapore,Power,Energy,True,M,1955.0,3.0,114.41,"$372,062,527,489 ",84.8,100.6,83.1,21.0,5.703569,1.352083,103.819836
2540,1.0,Kim Jung-woong,48.0,South Korea,Seoul,Cosmetics,Fashion & Retail,True,M,1975.0,1.0,115.16,"$2,029,000,000,000 ",94.3,98.1,82.6,33.2,51.709098,35.907757,127.766922
2540,1.0,Ihor Kolomoyskyy,60.0,Ukraine,Kiev,"Banking, investments",Diversified,True,M,1963.0,2.0,281.66,"$153,781,069,118 ",82.7,99.0,71.6,45.2,44.385155,48.379433,31.16558
2540,1.0,Kong Jian Min,55.0,China,Guangzhou,Real estate,Real Estate,True,M,1968.0,1.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
2540,1.0,Koo Bon-neung,74.0,South Korea,Seoul,Electronics,Manufacturing,False,M,1949.0,3.0,115.16,"$2,029,000,000,000 ",94.3,98.1,82.6,33.2,51.709098,35.907757,127.766922
2540,1.0,Michael Kum,78.0,Singapore,Singapore,Hotels,Real Estate,True,M,1945.0,1.0,114.41,"$372,062,527,489 ",84.8,100.6,83.1,21.0,5.703569,1.352083,103.819836
2540,1.0,Richard Kurtz,82.0,United States,Palm Beach,Real estate,Real Estate,True,M,1940.0,5.0,117.24,"$21,427,700,000,000 ",88.2,101.8,78.5,36.6,328.239523,37.09024,-95.712891
2540,1.0,Lev Kvetnoi,57.0,Russia,Moscow,Cement,Finance & Investments,True,M,1965.0,8.0,180.75,"$1,699,876,578,871 ",81.9,102.6,72.7,46.2,144.373535,61.52401,105.318756
2540,1.0,Michiel Le Roux,73.0,South Africa,Stellenbosch,Banking,Finance & Investments,True,M,1949.0,5.0,158.93,"$351,431,649,241 ",22.4,100.9,63.9,29.2,58.55827,-30.559482,22.937506
2540,1.0,Li Wanqiang,45.0,China,Beijing,Smartphones,Technology,True,M,1977.0,8.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
2540,1.0,Liu Baolin,69.0,China,Wuhan,Pharmacies,Fashion & Retail,True,M,1953.0,6.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
2540,1.0,Loo Choon Yong,74.0,Singapore,Singapore,Healthcare,Healthcare,True,M,1949.0,2.0,114.41,"$372,062,527,489 ",84.8,100.6,83.1,21.0,5.703569,1.352083,103.819836
2540,1.0,Lu Yonghua & family,59.0,China,Shanghai,Electronics,Technology,True,M,1963.0,7.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
2540,1.0,Ma Xiuhui,52.0,China,Shanghai,LED lighting,Manufacturing,True,F,1971.0,1.0,125.08,"$19,910,000,000,000 ",50.6,100.2,77.0,59.2,1397.715,35.86166,104.195397
